address_id,street_address,city,state,zip_code,latitude,longitude
164,4523 Kennedy Point,South Bend,Indiana,46620.0,41.5968,-86.293
165,1 Shoshone Street,Flint,Michigan,48505.0,43.0634,-83.7001
166,2 Shelley Way,Washington,District of Columbia,20088.0,38.8933,-77.0146
167,075 Saint Paul Street,Syracuse,New York,13217.0,43.0214,-76.1977
168,989 Farwell Place,Irving,Texas,75037.0,32.7673,-96.7776
169,49 Monica Hill,Clearwater,Florida,34615.0,27.9843,-82.7813
170,97180 Mallard Plaza,Cape Coral,Florida,33915.0,26.6599,-81.8934
171,99 Fisk Pass,Stamford,Connecticut,6912.0,41.3089,-73.3637
172,498 Elka Park,Winston Salem,North Carolina,27150.0,36.0275,-80.2073
173,6 Ilene Circle,San Antonio,Texas,78255.0,29.6701,-98.6873
174,82 Algoma Place,Punta Gorda,Florida,,26.9668,-81.9545
175,1955 Laurel Way,Atlanta,Georgia,30340.0,33.8932,-84.2539
176,6 Cottonwood Pass,Cincinnati,Ohio,45228.0,39.0706,-84.4179
177,46981 Eagan Way,Silver Spring,Maryland,20910.0,38.9982,-77.0338
178,25 Monterey Parkway,Fresno,California,93726.0,36.7949,-119.7604
179,090 Brown Road,Pittsburgh,Pennsylvania,15225.0,40.5051,-80.1155
180,10 Brown Point,Tacoma,Washington,98405.0,47.2484,-122.4644
181,24 Tomscot Road,El Paso,Texas,88589.0,31.6948,-106.3
182,716 Nobel Plaza,Washington,District of Columbia,20041.0,38.8933,-77.0146
183,79 Jenna Street,Akron,Ohio,44305.0,41.076,-81.4644
184,3 Portage Street,Kansas City,Kansas,66105.0,39.085,-94.6356
185,34 Michigan Circle,Kansas City,Missouri,64109.0,39.0663,-94.5674
186,65 Loomis Junction,Gaithersburg,Maryland,20883.0,39.0883,-77.1568
187,4 Lukken Drive,Los Angeles,California,90045.0,33.9631,-118.3941
188,8 Green Court,Houston,Texas,77276.0,29.7575,-95.3668
189,198 Nova Hill,New Haven,Connecticut,6520.0,41.3657,-72.9275
190,071 Bonner Plaza,Washington,District of Columbia,56944.0,38.8952,-77.0365
191,7911 Atwood Avenue,Indianapolis,Indiana,46231.0,39.7038,-86.3029
192,5677 Vermont Alley,Boynton Beach,Florida,33436.0,26.5354,-80.1124
193,56 Norway Maple Hill,Las Vegas,Nevada,89140.0,36.086,-115.1471
194,63164 Maple Parkway,Los Angeles,California,90065.0,34.1073,-118.2266
195,8 Oriole Drive,Virginia Beach,Virginia,23464.0,36.7978,-76.1759
196,7499 Linden Way,Lexington,Kentucky,40596.0,38.0283,-84.4715
197,59 Mcguire Road,Shawnee Mission,Kansas,66205.0,39.0312,-94.6308
198,52535 David Street,Van Nuys,California,91406.0,34.2006,-118.4868
199,20 Marcy Lane,Alexandria,Virginia,22313.0,38.8158,-77.09
200,9521 Granby Street,Tacoma,Washington,98464.0,47.0662,-122.1132
201,2 3rd Road,Fort Lauderdale,Florida,33310.0,26.1443,-80.2069
202,93043 Sommers Point,Salt Lake City,Utah,84152.0,40.7286,-111.6627
203,6 Milwaukee Crossing,San Antonio,Texas,,29.7026,-98.4759
204,8 Twin Pines Alley,London,Kentucky,40745.0,37.1376,-84.1156
205,46 Stang Point,Gastonia,North Carolina,,35.284,-81.1897
206,52755 Summer Ridge Lane,Lancaster,Pennsylvania,17622.0,40.0418,-76.3012
207,830 Mitchell Court,Lubbock,Texas,79405.0,33.571,-101.8507
208,5339 Bobwhite Way,Ocala,Florida,,29.1565,-82.2095
209,3 Banding Circle,Meridian,Mississippi,39305.0,32.4401,-88.6783
210,6 Scott Park,Fort Wayne,Indiana,46862.0,41.0938,-85.0707
211,7906 Twin Pines Circle,London,Kentucky,40745.0,37.1376,-84.1156
212,5811 Summer Ridge Park,Baton Rouge,Louisiana,70810.0,30.3633,-91.0919
213,7 Kim Point,Fairbanks,Alaska,99790.0,64.8561,-146.276
214,97 Heffernan Alley,Fresno,California,,36.7464,-119.6397
215,9 Barnett Way,Oakland,California,94616.0,37.8044,-122.2698
216,2 Lyons Point,Memphis,Tennessee,38150.0,35.2017,-89.9715
217,3892 Fisk Trail,Waco,Texas,76711.0,31.5175,-97.1547
218,1 Anzinger Junction,Columbus,Ohio,43268.0,39.969,-83.0114
219,809 Oak Avenue,Phoenix,Arizona,85083.0,33.7352,-112.1294
220,60 Pennsylvania Parkway,Baton Rouge,Louisiana,70820.0,30.3795,-91.1671
221,29185 Cottonwood Center,Saint Louis,Missouri,63131.0,38.6171,-90.4504
222,214 Summer Ridge Circle,Topeka,Kansas,66611.0,39.0142,-95.6982
223,39 Forest Drive,Whittier,California,90605.0,33.9413,-118.0356
224,74935 Nobel Road,Irving,Texas,,32.8479,-96.974
225,1 Caliangt Drive,Topeka,Kansas,66606.0,39.0583,-95.7095
226,68 Esker Point,Sacramento,California,,38.6157,-121.5053
227,96 Vera Pass,Corpus Christi,Texas,78465.0,27.777,-97.4632
228,99 Eggendart Road,Indianapolis,Indiana,46221.0,39.7509,-86.1924
229,36 Bluestem Parkway,Brockton,Massachusetts,2305.0,41.9705,-70.7014
230,0557 3rd Drive,Memphis,Tennessee,,35.2017,-89.9715
231,0 Blackbird Trail,Youngstown,Ohio,44555.0,41.1039,-80.6436
232,1 New Castle Alley,Chicago,Illinois,60624.0,41.8804,-87.7223
233,57122 1st Court,Kissimmee,Florida,34745.0,27.9953,-81.2593
234,5 Redwing Street,Lansing,Michigan,48919.0,42.7286,-84.5517
235,313 Nevada Crossing,Honolulu,Hawaii,96825.0,21.2987,-157.6985
236,27 Lakeland Center,Rochester,New York,14646.0,43.286,-77.6843
237,556 Hagan Place,Fort Lauderdale,Florida,33330.0,26.0663,-80.3339
238,9 Burning Wood Plaza,Washington,District of Columbia,20591.0,38.8933,-77.0146
239,75 Tony Trail,Baltimore,Maryland,21203.0,39.2847,-76.6205
240,6606 Tennessee Point,Brooklyn,New York,11215.0,40.6669,-73.9828
241,43 Schiller Center,Syracuse,New York,13224.0,43.0421,-76.1046
242,74114 Heath Circle,Philadelphia,Pennsylvania,,39.9473,-75.15
243,082 Jenna Center,Mobile,Alabama,36616.0,30.671,-88.1267
244,3555 Prairie Rose Pass,Phoenix,Arizona,,33.2765,-112.1872
245,2 Cottonwood Crossing,Fairbanks,Alaska,99790.0,64.8561,-146.276
246,380 Badeau Crossing,Herndon,Virginia,22070.0,38.9776,-77.386
247,3672 Thackeray Hill,Frankfort,Kentucky,40618.0,38.2341,-84.8748
248,4040 Artisan Lane,Grand Junction,Colorado,81505.0,39.1071,-108.5968
249,28 Grayhawk Parkway,Paterson,New Jersey,7544.0,41.0114,-74.3048
250,9 Northwestern Terrace,Spring,Texas,77388.0,30.0505,-95.4695
251,18149 Vidon Lane,Cleveland,Ohio,44197.0,41.6857,-81.6728
252,3 Birchwood Alley,Bridgeport,Connecticut,6673.0,41.3089,-73.3637
253,221 Orin Lane,Pasadena,California,91131.0,33.7866,-118.2987
254,318 Kipling Plaza,San Diego,California,92115.0,32.7607,-117.0721
255,98 Delladonna Court,El Paso,Texas,88535.0,31.6948,-106.3
256,15844 Lakewood Point,Richmond,Virginia,23272.0,37.5242,-77.4932
257,86707 Vahlen Pass,Charlotte,North Carolina,28235.0,35.26,-80.8042
258,3731 Independence Court,Sacramento,California,94286.0,38.3774,-121.4444
259,9509 Holmberg Court,Irving,Texas,75037.0,32.7673,-96.7776
260,10819 Rowland Road,Omaha,Nebraska,68124.0,41.2338,-96.0495
261,41394 Clarendon Trail,Detroit,Michigan,48258.0,42.2399,-83.1508
262,6 Northfield Place,Dallas,Texas,75287.0,33.0005,-96.8314
263,868 Del Mar Park,Dallas,Texas,75372.0,32.7673,-96.7776
264,608 Darwin Junction,Cumming,Georgia,30130.0,34.2216,-84.1537
265,90097 Tennyson Avenue,Saint Louis,Missouri,63126.0,38.5495,-90.3811
266,24 Warner Alley,Charleston,West Virginia,25326.0,38.2968,-81.5547
267,5 High Crossing Junction,Las Vegas,Nevada,89120.0,36.0914,-115.0885
268,55349 Hanson Circle,Austin,Texas,78744.0,30.1876,-97.7472
269,34866 Fieldstone Parkway,Port Saint Lucie,Florida,34985.0,27.3822,-80.409
270,0812 Buhler Hill,Erie,Pennsylvania,16550.0,42.1827,-80.0649
271,3 Clyde Gallagher Center,Lima,Ohio,45807.0,40.7955,-84.1383
272,6 Old Gate Avenue,Arlington,Virginia,22244.0,38.8545,-77.052
273,8093 Northport Parkway,Washington,District of Columbia,20051.0,38.8933,-77.0146
274,961 Gina Place,Baltimore,Maryland,21275.0,39.2847,-76.6205
275,77 Little Fleur Alley,Baton Rouge,Louisiana,70894.0,30.5159,-91.0804
276,037 Southridge Alley,Fort Worth,Texas,76134.0,32.6469,-97.3325
277,36235 Evergreen Crossing,Huntington,West Virginia,25711.0,38.4134,-82.2774
278,111 Meadow Valley Point,Dayton,Ohio,45470.0,39.7505,-84.2686
279,1 Glendale Street,Tucson,Arizona,85720.0,31.9701,-111.8907
280,130 Straubel Alley,Charlotte,North Carolina,28247.0,35.0656,-80.8511
281,251 Sheridan Avenue,South Lake Tahoe,California,96154.0,38.8753,-120.0188
282,846 Declaration Park,Washington,District of Columbia,20557.0,38.8874,-77.0047
283,8763 Calypso Circle,Washington,District of Columbia,20392.0,38.8933,-77.0146
284,3641 Oriole Plaza,Anchorage,Alaska,99507.0,61.1535,-149.8289
285,67387 Union Drive,Baton Rouge,Louisiana,70836.0,30.392,-91.0892
286,740 Ridgeview Court,Harrisburg,Pennsylvania,17126.0,40.2618,-76.88
287,604 Pond Crossing,Montgomery,Alabama,36104.0,32.373,-86.3081
288,4682 Hoffman Alley,Atlanta,Georgia,30306.0,33.786,-84.3514
289,5342 Ramsey Drive,Des Moines,Iowa,50936.0,41.6727,-93.5722
290,20 Anniversary Point,Austin,Texas,78759.0,30.4036,-97.7526
291,41347 Loomis Hill,Columbus,Mississippi,39705.0,33.5508,-88.4865
292,855 Esch Avenue,Lansing,Michigan,48956.0,42.7325,-84.5587
293,41372 Carpenter Road,Detroit,Michigan,48267.0,42.2399,-83.1508
294,36798 Crescent Oaks Plaza,Jamaica,New York,11499.0,40.6514,-73.8708
295,3 Elmside Parkway,Apache Junction,Arizona,85219.0,33.3616,-111.2795
296,8 Sommers Drive,Cumming,Georgia,30130.0,34.2216,-84.1537
297,4821 Heffernan Crossing,Jacksonville,Florida,32230.0,30.3449,-81.6831
298,08 Bay Trail,Phoenix,Arizona,85010.0,33.2765,-112.1872
299,937 Shasta Park,Newark,New Jersey,7188.0,40.7918,-74.2452
300,17643 Di Loreto Road,Los Angeles,California,90071.0,34.0529,-118.2549
301,11 Troy Center,Valley Forge,Pennsylvania,19495.0,39.9832,-75.7481
302,71 Mockingbird Court,New York City,New York,10079.0,40.7808,-73.9772
303,6178 Nobel Crossing,Richmond,Virginia,23220.0,37.5498,-77.4588
304,81 Warrior Court,San Jose,California,95160.0,37.2187,-121.8601
305,39463 Manufacturers Alley,Abilene,Texas,79699.0,32.4665,-99.7117
306,097 Rigney Trail,Youngstown,Ohio,44511.0,41.0704,-80.6931
307,7 Memorial Alley,El Paso,Texas,79984.0,31.6948,-106.3
308,006 Vidon Park,Louisville,Kentucky,40225.0,38.189,-85.6768
309,79 Burrows Center,Minneapolis,Minnesota,55417.0,44.9054,-93.2361
310,3392 Service Plaza,San Antonio,Texas,78278.0,29.4375,-98.4616
311,694 Carioca Trail,Allentown,Pennsylvania,18105.0,40.6934,-75.4712
312,22 Columbus Trail,Florence,South Carolina,29505.0,34.1231,-79.6893
313,3 Colorado Terrace,Lexington,Kentucky,,38.0283,-84.4715
314,41727 Amoth Place,South Bend,Indiana,46699.0,41.5968,-86.293
315,3437 Thackeray Parkway,Denver,Colorado,,39.6472,-105.0795
316,3 Gulseth Circle,Houston,Texas,77281.0,29.834,-95.4342
317,10 Meadow Valley Hill,Birmingham,Alabama,35231.0,33.5446,-86.9292
318,5203 Hayes Place,Grand Rapids,Michigan,49560.0,43.0314,-85.5503
319,10563 Packers Road,Sioux Falls,South Dakota,57198.0,43.6746,-96.7913
320,7 Upham Alley,Houston,Texas,,29.834,-95.4342
321,59 Texas Park,Akron,Ohio,44315.0,41.028,-81.4632
322,932 Sherman Road,Washington,District of Columbia,20535.0,38.8941,-77.0251
323,0 Vernon Way,Shawnee Mission,Kansas,66286.0,38.8999,-94.832
324,501 Green Crossing,Richmond,Virginia,23203.0,37.5593,-77.4471
325,4058 Jenifer Terrace,Albuquerque,New Mexico,87121.0,35.0512,-106.7269
326,88121 Weeping Birch Parkway,North Hollywood,California,91616.0,33.7866,-118.2987
327,920 Cascade Plaza,Dallas,Texas,75392.0,32.7673,-96.7776
328,70 Ridge Oak Terrace,Charlotte,North Carolina,28210.0,35.1316,-80.8577
329,8 Coolidge Hill,Riverside,California,92505.0,33.9228,-117.4867
330,1781 North Avenue,Norwalk,Connecticut,6859.0,41.3089,-73.3637
331,41 Pennsylvania Circle,Houston,Texas,77070.0,29.9781,-95.5803
332,09064 Di Loreto Circle,Tucson,Arizona,85725.0,31.9701,-111.8907
333,74 Havey Drive,Athens,Georgia,30610.0,33.9443,-83.3891
334,4 Muir Park,Colorado Springs,Colorado,80945.0,38.8247,-104.562
335,9295 American Ash Avenue,Brooksville,Florida,34605.0,28.5059,-82.4226
336,751 Barnett Terrace,Indianapolis,Indiana,,39.7509,-86.1924
337,869 Fisk Place,Newark,Delaware,19725.0,39.5645,-75.597
338,80273 Florence Avenue,Gadsden,Alabama,35905.0,33.9352,-85.9576
339,07296 Southridge Park,Dallas,Texas,75342.0,32.7673,-96.7776
340,33905 Prentice Avenue,Huntsville,Alabama,,34.734,-86.5229
341,6101 Hallows Point,Bonita Springs,Florida,34135.0,26.3771,-81.7334
342,45549 Sage Drive,Spartanburg,South Carolina,29305.0,35.1114,-82.1055
343,9963 Esker Point,Honolulu,Hawaii,96820.0,21.351,-157.8795
344,6 Iowa Point,Los Angeles,California,90030.0,33.7866,-118.2987
345,59 Hauk Plaza,Albuquerque,New Mexico,87105.0,35.0448,-106.6893
346,67526 Hallows Road,Washington,District of Columbia,,38.8933,-77.0146
347,94 Springview Drive,Los Angeles,California,,34.0515,-118.2559
348,17 Briar Crest Pass,El Paso,Texas,88589.0,31.6948,-106.3
349,87733 La Follette Street,Wilmington,North Carolina,28405.0,34.2651,-77.867
350,82 Thackeray Plaza,Stamford,Connecticut,6922.0,41.0516,-73.5143
351,800 Steensland Court,Topeka,Kansas,66622.0,39.0429,-95.7697
352,445 Maywood Drive,San Antonio,Texas,78296.0,29.4375,-98.4616
353,9407 Oakridge Avenue,Vancouver,Washington,,45.8016,-122.5203
354,0 5th Junction,Norfolk,Virginia,23504.0,36.8586,-76.2686
355,56355 Lien Point,San Diego,California,92137.0,32.8538,-117.1197
356,018 4th Way,Miami,Florida,,25.5584,-80.4582
357,9263 Graceland Way,Edmond,Oklahoma,,35.6665,-97.4798
358,54974 Myrtle Crossing,Bakersfield,California,93305.0,35.3855,-118.986
359,261 Manitowish Pass,Fresno,California,93726.0,36.7949,-119.7604
360,9408 Cody Alley,Muncie,Indiana,,40.2023,-85.4082
361,81 Mariners Cove Center,Wichita,Kansas,,37.6808,-97.1558
362,1955 Corry Pass,Wilkes Barre,Pennsylvania,18706.0,41.2044,-75.9113
